awardnumber,startfiscalyear,endfiscalyear,directcost,allocation_niicode,institution_niicode,project_length,field_niicode,institution_table_group,doi
22330099,2010,2012,13300000,0,32621,3,HS,3,10.1142/s2010007812500030
22330095,2010,2013,10000000,0,13901,4,HS,1,10.1007/s10797-012-9238-8
22330095,2010,2013,10000000,0,13901,4,HS,1,10.1007/s10198-012-0396-5
22330095,2010,2013,10000000,0,13901,4,HS,1,10.1080/13504851.2011.564118
22330095,2010,2013,10000000,0,13901,4,HS,1,10.1007/s12076-011-0059-7
22330095,2010,2013,10000000,0,13901,4,HS,1,10.1016/j.jmacro.2011.09.003
22330095,2010,2013,10000000,0,13901,4,HS,1,10.1007/s00168-011-0446-4
22330095,2010,2013,10000000,0,13901,4,HS,1,10.1007/s12076-011-0069-5
22330205,2010,2012,14800000,0,82609,3,HS,11,10.1523/jneurosci.6479-11.2012
22330205,2010,2012,14800000,0,82609,3,HS,11,10.2502/janip.61.2.1
22330205,2010,2012,14800000,0,82609,3,HS,11,10.1016/j.bbr.2011.02.032
22330114,2010,2012,11400000,0,14301,3,HS,1,10.1504/ijte.2011.043727
23330183,2011,2013,11500000,0,32692,3,HS,3,10.1080/08351813.2013.810407
23330183,2011,2013,11500000,0,32692,3,HS,3,10.1016/j.sbspro.2013.10.254
23330183,2011,2013,11500000,0,32692,3,HS,3,10.1007/978-3-642-32090-3_25
23330194,2011,2013,8900000,0,13901,3,HS,1,10.1177/0022022113509882
23330194,2011,2013,8900000,0,13901,3,HS,1,10.1016/j.pragma.2013.06.008
22320122,2010,2014,13400000,0,32601,5,HS,3,10.2149/tmh.2014-s15
22320122,2010,2014,13400000,0,32601,5,HS,3,10.1186/s12992-015-0093-0
22320122,2010,2014,13400000,0,32601,5,HS,3,10.1186/1475-2875-11-262
22320122,2010,2014,13400000,0,32601,5,HS,3,10.1016/j.actatropica.2013.01.002
22320122,2010,2014,13400000,0,32601,5,HS,3,10.1353/tech.2012.0050
22330198,2010,2013,15100000,0,11301,4,HS,1,10.1371/journal.pone.0092284
22330198,2010,2013,15100000,0,11301,4,HS,1,10.1016/j.cub.2013.11.034
22330198,2010,2013,15100000,0,11301,4,HS,1,10.1038/srep02595
22330198,2010,2013,15100000,0,11301,4,HS,1,10.1371/journal.pone.0070922
22330198,2010,2013,15100000,0,11301,4,HS,1,10.3389/fpsyg.2012.00207
22330198,2010,2013,15100000,0,11301,4,HS,1,10.1111/j.1468-5884.2011.00503.x
22330198,2010,2013,15100000,0,11301,4,HS,1,10.1162/jocn_a_00212
22330198,2010,2013,15100000,0,11301,4,HS,1,10.1167/12.6.33
22330198,2010,2013,15100000,0,11301,4,HS,1,10.1002/j.2168-0159.2012.tb05909.x
22330198,2010,2013,15100000,0,11301,4,HS,1,10.1016/j.bandc.2011.01.006
22330198,2010,2013,15100000,0,11301,4,HS,1,10.1167/10.10.10
22330198,2010,2013,15100000,0,11301,4,HS,1,10.1364/josaa.28.000704
22330198,2010,2013,15100000,0,11301,4,HS,1,10.1587/transfun.e94.a.473
22330245,2010,2013,13300000,0,13601,4,HS,1,10.1007/s10857-013-9236-5
22330225,2010,2012,13200000,0,10101,3,HS,1,10.1016/j.nedt.2012.08.008
22330089,2010,2012,13600000,0,32675,3,HS,3,10.1007/s11294-011-9323-2
22330089,2010,2012,13600000,0,32675,3,HS,3,10.5430/ijfr.v3n3p2
22330089,2010,2012,13600000,0,32675,3,HS,3,10.1080/09638180.2010.496256
23330095,2011,2014,14700000,0,32404,4,HS,3,10.1016/j.econmod.2011.08.011
23330095,2011,2014,14700000,0,32404,4,HS,3,10.1007/s11192-013-1011-y
23330095,2011,2014,14700000,0,32404,4,HS,3,10.1177/0042098012474700
23330084,2011,2014,13300000,0,32506,4,HS,3,10.1108/ijhma-10-2013-0055
23330084,2011,2014,13300000,0,32506,4,HS,3,10.1068/a45683
23330084,2011,2014,13300000,0,32506,4,HS,3,10.1017/s1365100514000042
23330128,2011,2013,14100000,0,14401,3,HS,1,10.5465/ambpp.2012.108
23330128,2011,2013,14100000,0,14401,3,HS,1,10.1016/j.jwb.2014.03.001
23330128,2011,2013,14100000,0,14401,3,HS,1,10.1080/09585192.2013.767059
23330128,2011,2013,14100000,0,14401,3,HS,1,10.1080/09585192.2013.778163
23330128,2011,2013,14100000,0,14401,3,HS,1,10.1111/j.1464-0597.2012.00518.x
23330128,2011,2013,14100000,0,14401,3,HS,1,10.1080/09585192.2012.703414
23330128,2011,2013,14100000,0,14401,3,HS,1,10.5465/ambpp.2012.251
23320084,2011,2014,14500000,0,14301,4,HS,1,10.1111/j.1467-968x.2011.01252.x
22330129,2010,2013,11900000,0,14501,4,HS,1,10.1111/j.1540-5885.2012.00983.x
22330129,2010,2013,11900000,0,14501,4,HS,1,10.1111/j.1540-5885.2012.00972.x
22330129,2010,2013,11900000,0,14501,4,HS,1,10.1016/j.ijresmar.2012.09.002
23330219,2011,2015,13700000,0,34431,5,HS,3,10.4172/2167-0420.1000159
23330219,2011,2015,13700000,0,34431,5,HS,3,10.4172/2329-8847.1000121
23330219,2011,2015,13700000,0,34431,5,HS,3,10.1080/1357650x.2014.917656
23330263,2011,2014,13800000,0,15401,4,HS,1,10.2466/24.28.pms.114.1.189-203
23330263,2011,2014,13800000,0,15401,4,HS,1,10.1016/j.jcomdis.2012.02.002
23320001,2011,2013,7000000,0,13201,3,HS,1,10.1111/j.1744-9987.2011.00983.x
23330098,2011,2013,14800000,0,34416,3,HS,3,10.1007/s12626-013-0033-5
23330098,2011,2013,14800000,0,34416,3,HS,3,10.1108/09685221311314383
23330098,2011,2013,14800000,0,34416,3,HS,3,10.1007/s12626-012-027-8
23330098,2011,2013,14800000,0,34416,3,HS,3,10.2197/ipsjjip.19.253
23330098,2011,2013,14800000,0,34416,3,HS,3,10.1007/s12626-011-0021-6
22330077,2010,2013,11300000,0,14401,4,HS,1,10.1108/sajgbr-12-2011-0052
22330077,2010,2013,11300000,0,14401,4,HS,1,10.1007/s00181-012-0582-4
22330077,2010,2013,11300000,0,14401,4,HS,1,10.1111/j.1467-9701.2012.01457.x
22330077,2010,2013,11300000,0,14401,4,HS,1,10.1142/s2251361212500127
22330077,2010,2013,11300000,0,14401,4,HS,1,10.1080/16081625.2013.744685
23330215,2011,2014,11000000,0,12614,4,HS,1,10.3758/s13414-014-0746-8
23330215,2011,2014,11000000,0,12614,4,HS,1,10.1167/13.9.1229
23330215,2011,2014,11000000,0,12614,4,HS,1,10.1167/13.9.1174
23330215,2011,2014,11000000,0,12614,4,HS,1,10.3758/s13414-012-0346-4
23330215,2011,2014,11000000,0,12614,4,HS,1,10.1109/tbc.2011.2125070
23330215,2011,2014,11000000,0,12614,4,HS,1,10.1117/12.909788
22330068,2010,2012,9700000,0,14401,3,HS,1,10.1007/s11187-012-9434-z
22330068,2010,2012,9700000,0,14401,3,HS,1,10.1007/s11187-011-9344-5
22330068,2010,2012,9700000,0,14401,3,HS,1,10.1080/09535314.2012.687712
22330068,2010,2012,9700000,0,14401,3,HS,1,10.1111/j.1468-0084.2010.00623.x
22330230,2010,2014,7800000,0,15401,5,HS,1,10.1007/s12564-012-9220-2
22320091,2010,2012,13100000,0,11201,3,HS,1,10.1016/j.langsci.2012.07.003
23370002,2011,2013,13800000,0,17102,3,BIO,1,10.1016/j.celrep.2013.02.019
23370002,2011,2013,13800000,0,17102,3,BIO,1,10.1126/science.1208592
23370002,2011,2013,13800000,0,17102,3,BIO,1,10.1038/srep00500
23370002,2011,2013,13800000,0,17102,3,BIO,1,10.1038/ncomms1750
23380167,2011,2013,13800000,0,16401,3,BIO,1,10.1016/j.cryobiol.2014.04.014
23380167,2011,2013,13800000,0,16401,3,BIO,1,10.1371/journal.pone.0086426
23380167,2011,2013,13800000,0,16401,3,BIO,1,10.1538/expanim.63.149
23380167,2011,2013,13800000,0,16401,3,BIO,1,10.1262/jrd.2012-179
23380167,2011,2013,13800000,0,16401,3,BIO,1,10.1095/biolreprod.112.107250
23380167,2011,2013,13800000,0,16401,3,BIO,1,10.1253/circj.cj-12-1463
23380167,2011,2013,13800000,0,16401,3,BIO,1,10.1002/mrd.22113
23380167,2011,2013,13800000,0,16401,3,BIO,1,10.3106/041.037.0401
23380167,2011,2013,13800000,0,16401,3,BIO,1,10.1530/rep-10-0538
23380167,2011,2013,13800000,0,16401,3,BIO,1,10.1262/jrd.10-201m
22380159,2010,2012,15000000,0,13701,3,BIO,1,10.1254/jphs.12231fp
22380159,2010,2012,15000000,0,13701,3,BIO,1,10.1016/j.ejphar.2013.02.019
22380159,2010,2012,15000000,0,13701,3,BIO,1,10.1016/j.ygcen.2012.06.025
22380159,2010,2012,15000000,0,13701,3,BIO,1,10.1111/j.1474-8673.2012.00472.x
22380159,2010,2012,15000000,0,13701,3,BIO,1,10.1016/j.peptides.2011.07.026
22380159,2010,2012,15000000,0,13701,3,BIO,1,10.1016/j.ejphar.2011.08.034
22380159,2010,2012,15000000,0,13701,3,BIO,1,10.1540/jsmr.47.111
22380159,2010,2012,15000000,0,13701,3,BIO,1,10.1371/journal.pone.0024928
22380159,2010,2012,15000000,0,13701,3,BIO,1,10.1292/jvms.10-0425
22380159,2010,2012,15000000,0,13701,3,BIO,1,10.1111/j.1474-8673.2011.00462.x
22380159,2010,2012,15000000,0,13701,3,BIO,1,10.2131/jts.35.795
22380159,2010,2012,15000000,0,13701,3,BIO,1,10.1540/jsmr.46.185
22380159,2010,2012,15000000,0,13701,3,BIO,1,10.1292/jvms.09-0458
22380159,2010,2012,15000000,0,13701,3,BIO,1,10.1016/j.bbrc.2010.05.030
22380159,2010,2012,15000000,0,13701,3,BIO,1,10.1016/j.peptides.2013.02.012
22370008,2010,2012,14500000,0,12101,3,BIO,1,10.1002/jez.b.22512
22370008,2010,2012,14500000,0,12101,3,BIO,1,10.1038/embor.2013.50
22370008,2010,2012,14500000,0,12101,3,BIO,1,10.1128/ec.00286-12
22370008,2010,2012,14500000,0,12101,3,BIO,1,10.1111/j.1525-142x.2012.00545.x
22370008,2010,2012,14500000,0,12101,3,BIO,1,10.2108/zsj.29.213
22370008,2010,2012,14500000,0,12101,3,BIO,1,10.1111/j.1479-8298.2011.00468.x
22370008,2010,2012,14500000,0,12101,3,BIO,1,10.1098/rsbl.2010.0856
22370008,2010,2012,14500000,0,12101,3,BIO,1,10.1016/j.jinsphys.2011.03.005
22370008,2010,2012,14500000,0,12101,3,BIO,1,10.1111/j.1479-8298.2010.00420.x
22370008,2010,2012,14500000,0,12101,3,BIO,1,10.1673/031.010.19401
22370008,2010,2012,14500000,0,12101,3,BIO,1,10.1303/aez.2010.377
22370008,2010,2012,14500000,0,12101,3,BIO,1,10.1002/arch.20415
22370008,2010,2012,14500000,0,12101,3,BIO,1,10.3390/insects2030354
22390042,2010,2013,14100000,0,17301,4,BIO,1,10.1007/s10059-013-0130-x
22390042,2010,2013,14100000,0,17301,4,BIO,1,10.1530/joe-11-0329
22390042,2010,2013,14100000,0,17301,4,BIO,1,10.1111/j.1447-0594.2011.00692.x
23380098,2011,2013,14700000,0,13801,3,BIO,1,10.1080/02773813.2012.723778
22390235,2010,2012,7700000,0,15401,3,BIO,1,10.1111/jgh.12087
22390235,2010,2012,7700000,0,15401,3,BIO,1,10.1016/j.acra.2012.07.003
22390235,2010,2012,7700000,0,15401,3,BIO,1,10.1007/s10147-011-0324-1
22390235,2010,2012,7700000,0,15401,3,BIO,1,10.1016/j.ijrobp.2011.10.066
22390235,2010,2012,7700000,0,15401,3,BIO,1,10.1007/s00280-012-1853-7
22390235,2010,2012,7700000,0,15401,3,BIO,1,10.1016/j.ijrobp.2012.01.018
22390235,2010,2012,7700000,0,15401,3,BIO,1,10.1007/s10147-011-0285-4
22390235,2010,2012,7700000,0,15401,3,BIO,1,10.1016/j.ijrobp.2011.08.016
22390235,2010,2012,7700000,0,15401,3,BIO,1,10.1016/j.ijrobp.2011.06.1993
22390235,2010,2012,7700000,0,15401,3,BIO,1,10.1016/j.ijrobp.2009.07.1751
22390235,2010,2012,7700000,0,15401,3,BIO,1,10.1097/jto.0b013e31823c5b29
22380144,2010,2012,14800000,0,11301,3,BIO,1,10.1007/s00284-012-0216-2
22380144,2010,2012,14800000,0,11301,3,BIO,1,10.1111/jam.12063
22380144,2010,2012,14800000,0,11301,3,BIO,1,10.1271/bbb.120150
22380144,2010,2012,14800000,0,11301,3,BIO,1,10.1111/j.1365-2672.2010.04719.x
22380144,2010,2012,14800000,0,11301,3,BIO,1,10.1111/j.1740-0929.2012.01048.x
22380144,2010,2012,14800000,0,11301,3,BIO,1,10.1128/iai.05729-11
22380144,2010,2012,14800000,0,11301,3,BIO,1,10.1016/j.idairyj.2012.08.008
23390268,2011,2013,14900000,0,11301,3,BIO,1,10.1371/journal.pone.0091598
23390268,2011,2013,14900000,0,11301,3,BIO,1,10.1016/j.braindev.2012.12.007
23390268,2011,2013,14900000,0,11301,3,BIO,1,10.1016/j.brainres.2014.01.011
23390268,2011,2013,14900000,0,11301,3,BIO,1,10.1111/hepr.12168
23390268,2011,2013,14900000,0,11301,3,BIO,1,10.1016/j.ajhg.2013.05.021
23390268,2011,2013,14900000,0,11301,3,BIO,1,10.1038/jhg.2013.9
23390268,2011,2013,14900000,0,11301,3,BIO,1,10.1016/j.braindev.2013.07.009
23390268,2011,2013,14900000,0,11301,3,BIO,1,10.1007/s00431-013-1977-8
23390268,2011,2013,14900000,0,11301,3,BIO,1,10.1016/j.leukres.2012.04.018
23390268,2011,2013,14900000,0,11301,3,BIO,1,10.1002/ajmg.a.35292
23390268,2011,2013,14900000,0,11301,3,BIO,1,10.1093/hmg/ddr585
23390268,2011,2013,14900000,0,11301,3,BIO,1,10.1212/wnl.0b013e318249f71f
23390268,2011,2013,14900000,0,11301,3,BIO,1,10.1016/j.ymgme.2011.12.024
23390268,2011,2013,14900000,0,11301,3,BIO,1,10.1038/jhg.2011.85
23390268,2011,2013,14900000,0,11301,3,BIO,1,10.1016/j.braindev.2010.10.006
23390268,2011,2013,14900000,0,11301,3,BIO,1,10.1002/ajmg.a.36107
23390268,2011,2013,14900000,0,11301,3,BIO,1,10.1002/ajmg.a.36072
23390268,2011,2013,14900000,0,11301,3,BIO,1,10.1007/s12185-012-1239-y
23390268,2011,2013,14900000,0,11301,3,BIO,1,10.2340/00015555-1399
23390268,2011,2013,14900000,0,11301,3,BIO,1,10.1002/humu.22147
23390268,2011,2013,14900000,0,11301,3,BIO,1,10.1002/ajmg.a.34194
23390268,2011,2013,14900000,0,11301,3,BIO,1,10.1016/j.seizure.2011.07.013
23390268,2011,2013,14900000,0,11301,3,BIO,1,10.1002/ajmg.a.33764
23390268,2011,2013,14900000,0,11301,3,BIO,1,10.1038/jhg.2010.132
23390234,2011,2013,14100000,0,14401,3,BIO,1,10.1161/strokeaha.110.597799
23390234,2011,2013,14100000,0,14401,3,BIO,1,10.1016/j.neulet.2014.01.053
23390234,2011,2013,14100000,0,14401,3,BIO,1,10.1038/jcbfm.2013.112
23390234,2011,2013,14100000,0,14401,3,BIO,1,10.1161/strokeaha.110.609834
23370095,2011,2013,12300000,0,94404,3,BIO,12,10.1038/ncomms1510
23390240,2011,2013,14900000,0,12602,3,BIO,1,10.1016/j.bbrc.2013.04.041
23390240,2011,2013,14900000,0,12602,3,BIO,1,10.1016/j.bbrc.2013.02.064
23390240,2011,2013,14900000,0,12602,3,BIO,1,10.1177/1933719112466300
23390240,2011,2013,14900000,0,12602,3,BIO,1,10.2337/db12-0295
22380040,2010,2012,14400000,0,82112,3,BIO,10,10.1371/journal.pone.0018843
22380040,2010,2012,14400000,0,82112,3,BIO,10,10.1155/2011/165894
22390166,2010,2012,13300000,0,16101,3,BIO,1,10.1007/s10585-012-9540-y
22390166,2010,2012,13300000,0,16101,3,BIO,1,10.1158/1535-7163.mct-12-0640
22390166,2010,2012,13300000,0,16101,3,BIO,1,10.1111/j.1349-7006.2012.02385.x
22390166,2010,2012,13300000,0,16101,3,BIO,1,10.3892/or.2012.1887
22390166,2010,2012,13300000,0,16101,3,BIO,1,10.1016/j.ajpath.2012.05.023
22390166,2010,2012,13300000,0,16101,3,BIO,1,10.1111/j.1440-1843.2012.02193.x
22390166,2010,2012,13300000,0,16101,3,BIO,1,10.3892/ijo.2012.1348
22390166,2010,2012,13300000,0,16101,3,BIO,1,10.1007/s10585-011-9443-3
22390166,2010,2012,13300000,0,16101,3,BIO,1,10.1158/1078-0432.ccr-11-1171
22390166,2010,2012,13300000,0,16101,3,BIO,1,10.1111/j.1349-7006.2011.02093.x
22390166,2010,2012,13300000,0,16101,3,BIO,1,10.1016/j.ajpath.2011.05.060
22390166,2010,2012,13300000,0,16101,3,BIO,1,10.1007/s00280-010-1503-x
22390166,2010,2012,13300000,0,16101,3,BIO,1,10.1158/1535-7163.mct-10-0707
22390166,2010,2012,13300000,0,16101,3,BIO,1,10.2217/imt.10.79
22390166,2010,2012,13300000,0,16101,3,BIO,1,10.1007/s10585-010-9333-0
23380198,2011,2013,15700000,0,10101,3,BIO,1,10.1074/jbc.m113.533133
23380198,2011,2013,15700000,0,10101,3,BIO,1,10.1104/pp.113.230995
23380198,2011,2013,15700000,0,10101,3,BIO,1,10.1093/pcp/pcu002
23380198,2011,2013,15700000,0,10101,3,BIO,1,10.4161/psb.28839
23380198,2011,2013,15700000,0,10101,3,BIO,1,10.1093/pcp/pcs164
23380198,2011,2013,15700000,0,10101,3,BIO,1,10.1016/j.plantsci.2013.08.008
23380198,2011,2013,15700000,0,10101,3,BIO,1,10.1021/pr400630w
23380198,2011,2013,15700000,0,10101,3,BIO,1,10.1007/s11103-012-9907-0
23380198,2011,2013,15700000,0,10101,3,BIO,1,10.5511/plantbiotechnology.12.0409a
23380198,2011,2013,15700000,0,10101,3,BIO,1,10.1371/journal.pone.0037086
23380198,2011,2013,15700000,0,10101,3,BIO,1,10.1371/journal.pone.0050009
23380198,2011,2013,15700000,0,10101,3,BIO,1,10.1016/j.plantsci.2011.11.014
23380198,2011,2013,15700000,0,10101,3,BIO,1,10.5511/plantbiotechnology.10.0913a
23380198,2011,2013,15700000,0,10101,3,BIO,1,10.1271/bbb.100794
23380198,2011,2013,15700000,0,10101,3,BIO,1,10.1111/j.1365-313x.2011.04673.x
23380198,2011,2013,15700000,0,10101,3,BIO,1,10.4161/psb.6.10.17343
23380198,2011,2013,15700000,0,10101,3,BIO,1,10.1007/978-1-62703-631-3_45
23380198,2011,2013,15700000,0,10101,3,BIO,1,10.1007/s10265-012-0528-0
22390195,2010,2012,14500000,0,15401,3,BIO,1,10.1371/journal.pone.0053161
22390195,2010,2012,14500000,0,15401,3,BIO,1,10.1186/1756-8935-5-12
22370040,2010,2012,14000000,0,14401,3,BIO,1,10.1021/ac302603b
22390044,2010,2012,14400000,0,37116,3,BIO,3,10.1111/jne.12022
22390044,2010,2012,14400000,0,37116,3,BIO,3,10.3109/10253890.2011.637185
22390044,2010,2012,14400000,0,37116,3,BIO,3,10.4161/cib.20093
22390044,2010,2012,14400000,0,37116,3,BIO,3,10.1016/j.brainres.2012.08.033
22390044,2010,2012,14400000,0,37116,3,BIO,3,10.1016/j.pathophys.2012.07.005
22390044,2010,2012,14400000,0,37116,3,BIO,3,10.1016/j.ejphar.2011.01.011
22390044,2010,2012,14400000,0,37116,3,BIO,3,10.1074/jbc.m110.192260
22390044,2010,2012,14400000,0,37116,3,BIO,3,10.1016/j.neuroscience.2011.09.003
22390044,2010,2012,14400000,0,37116,3,BIO,3,10.1210/en.2011-1539
22390044,2010,2012,14400000,0,37116,3,BIO,3,10.1073/pnas.1200588109
22390044,2010,2012,14400000,0,37116,3,BIO,3,10.1098/rspb.2011.2627
22390044,2010,2012,14400000,0,37116,3,BIO,3,10.1210/en.2011-0006
22390044,2010,2012,14400000,0,37116,3,BIO,3,10.1016/j.yhbeh.2010.12.007
22390044,2010,2012,14400000,0,37116,3,BIO,3,10.1016/j.peptides.2010.08.010
22390200,2010,2012,14400000,0,12601,3,BIO,1,10.1111/imm.12028
22390200,2010,2012,14400000,0,12601,3,BIO,1,10.1016/j.bbrc.2012.02.054
22390200,2010,2012,14400000,0,12601,3,BIO,1,10.1158/1078-0432.ccr-11-1990
22390200,2010,2012,14400000,0,12601,3,BIO,1,10.1016/j.cmet.2011.01.001
22390200,2010,2012,14400000,0,12601,3,BIO,1,10.1186/1471-2407-11-51
22390200,2010,2012,14400000,0,12601,3,BIO,1,10.1016/j.bbrc.2010.08.112
22390200,2010,2012,14400000,0,12601,3,BIO,1,10.1016/j.bbrc.2013.03.017
22390200,2010,2012,14400000,0,12601,3,BIO,1,10.3892/or.2012.2116
22390200,2010,2012,14400000,0,12601,3,BIO,1,10.1371/journal.pone.0052522
22390200,2010,2012,14400000,0,12601,3,BIO,1,10.1158/1078-0432.ccr-11-2162
22390200,2010,2012,14400000,0,12601,3,BIO,1,10.2337/db10-1338
22390200,2010,2012,14400000,0,12601,3,BIO,1,10.1016/j.bbrc.2011.04.098
22390113,2010,2012,13500000,0,10107,3,BIO,1,10.1124/jpet.112.198937
22390113,2010,2012,13500000,0,10107,3,BIO,1,10.1093/jb/mvr114
22390113,2010,2012,13500000,0,10107,3,BIO,1,10.1155/2012/493945
22390113,2010,2012,13500000,0,10107,3,BIO,1,10.2332/allergolint.12-rai-0471
22390113,2010,2012,13500000,0,10107,3,BIO,1,10.1007/s13258-011-0001-9
22390113,2010,2012,13500000,0,10107,3,BIO,1,10.1016/j.bbagen.2011.06.013
22390113,2010,2012,13500000,0,10107,3,BIO,1,10.1016/j.bbagen.2011.09.016
23390248,2011,2013,14800000,0,37111,3,BIO,3,10.1016/j.mce.2012.09.001
23390248,2011,2013,14800000,0,37111,3,BIO,3,10.1016/j.metabol.2013.08.005
23390248,2011,2013,14800000,0,37111,3,BIO,3,10.1210/en.2011-1993
23390248,2011,2013,14800000,0,37111,3,BIO,3,10.1074/jbc.m111.328708
23390248,2011,2013,14800000,0,37111,3,BIO,3,10.1016/j.diabres.2011.08.016
23390212,2011,2013,14900000,0,14401,3,BIO,1,10.1016/j.bbrc.2013.07.010
23390212,2011,2013,14900000,0,14401,3,BIO,1,10.1016/j.bbrc.2013.10.135
23390212,2011,2013,14900000,0,14401,3,BIO,1,10.1016/j.ceca.2013.10.005
23390212,2011,2013,14900000,0,14401,3,BIO,1,10.1002/embr.201337945
23390212,2011,2013,14900000,0,14401,3,BIO,1,10.1016/j.yjmcc.2010.11.012
22380165,2010,2012,15100000,0,13701,3,BIO,1,10.3109/13506129.2013.783474
22380165,2010,2012,15100000,0,13701,3,BIO,1,10.1016/j.jcpa.2013.02.002
22380165,2010,2012,15100000,0,13701,3,BIO,1,10.3109/13506129.2011.637145
22380165,2010,2012,15100000,0,13701,3,BIO,1,10.3109/13506129.2011.582901
22380147,2010,2012,15200000,0,12601,3,BIO,1,10.1095/biolreprod.113.114736
22380147,2010,2012,15200000,0,12601,3,BIO,1,10.1095/biolreprod.112.106351
22380147,2010,2012,15200000,0,12601,3,BIO,1,10.1095/biolreprod.112.101279
22380147,2010,2012,15200000,0,12601,3,BIO,1,10.1095/biolreprod.111.091801
22380147,2010,2012,15200000,0,12601,3,BIO,1,10.1262/jrd.10-170o
22380147,2010,2012,15200000,0,12601,3,BIO,1,10.1262/jrd.2013-119
22380147,2010,2012,15200000,0,12601,3,BIO,1,10.1530/rep-10-0164
22380147,2010,2012,15200000,0,12601,3,BIO,1,10.1262/jrd.10-122h
23390458,2011,2013,9000000,0,11301,3,BIO,1,10.1097/id.0000000000000098
23390458,2011,2013,9000000,0,11301,3,BIO,1,10.2337/db13-0909
23390458,2011,2013,9000000,0,11301,3,BIO,1,10.1016/j.jcms.2011.03.015
22380023,2010,2012,14800000,0,14301,3,BIO,1,10.1007/s11295-011-0432-0
22380023,2010,2012,14800000,0,14301,3,BIO,1,10.1104/pp.111.191205
23370007,2011,2013,14200000,0,11301,3,BIO,1,10.1111/jvs.12190
23370007,2011,2013,14200000,0,11301,3,BIO,1,10.1111/1365-2745.12174
23370007,2011,2013,14200000,0,11301,3,BIO,1,10.1111/j.1442-1984.2012.00376.x
23370007,2011,2013,14200000,0,11301,3,BIO,1,10.1016/j.foreco.2013.01.029
23370007,2011,2013,14200000,0,11301,3,BIO,1,10.1111/j.1365-2745.2011.01937.x
23370007,2011,2013,14200000,0,11301,3,BIO,1,10.3759/tropics.21.67
23370007,2011,2013,14200000,0,11301,3,BIO,1,10.1111/j.1744-7429.2012.00907.x
23380032,2011,2013,12300000,0,12601,3,BIO,1,10.3389/fphys.2013.00200
23380032,2011,2013,12300000,0,12601,3,BIO,1,10.1016/j.mod.2013.10.004
23380032,2011,2013,12300000,0,12601,3,BIO,1,10.1007/s00427-013-0461-9
23380032,2011,2013,12300000,0,12601,3,BIO,1,10.1387/ijdb.120049ms
23380164,2011,2014,6400000,0,14301,4,BIO,1,10.1262/jrd.2014-157
23380164,2011,2014,6400000,0,14301,4,BIO,1,10.1038/srep04533
23380164,2011,2014,6400000,0,14301,4,BIO,1,10.1242/bio.20123020
23380164,2011,2014,6400000,0,14301,4,BIO,1,10.1073/pnas.1013634108
23390030,2011,2013,14300000,0,15401,3,BIO,1,10.1002/bdd.1864
23390030,2011,2013,14300000,0,15401,3,BIO,1,10.1016/j.toxlet.2013.09.007
23390030,2011,2013,14300000,0,15401,3,BIO,1,10.3109/00498254.2012.742217
23390030,2011,2013,14300000,0,15401,3,BIO,1,10.1124/dmd.112.047555
23390030,2011,2013,14300000,0,15401,3,BIO,1,10.1124/dmd.111.040923
23390030,2011,2013,14300000,0,15401,3,BIO,1,10.1016/j.toxlet.2011.10.004
23390030,2011,2013,14300000,0,15401,3,BIO,1,10.1124/dmd.111.041954
23390259,2011,2013,14800000,0,32612,3,BIO,3,10.1007/s10165-011-0516-6
23390259,2011,2013,14800000,0,32612,3,BIO,3,10.1136/ard.2011.154179
22380104,2010,2013,15600000,0,11301,4,BIO,1,10.1002/jez.b.22491
22380104,2010,2013,15600000,0,11301,4,BIO,1,10.1016/j.cbpb.2013.08.001
22380104,2010,2013,15600000,0,11301,4,BIO,1,10.1111/are.12425
22380104,2010,2013,15600000,0,11301,4,BIO,1,10.1016/j.ygcen.2012.06.012
22380104,2010,2013,15600000,0,11301,4,BIO,1,10.1242/dev.088567
22380104,2010,2013,15600000,0,11301,4,BIO,1,10.1007/s12562-013-0594-9
22380104,2010,2013,15600000,0,11301,4,BIO,1,10.1016/j.ygcen.2012.01.017
22380104,2010,2013,15600000,0,11301,4,BIO,1,10.1111/j.1440-169x.2011.01281.x
22390003,2010,2012,14200000,0,24302,3,BIO,2,10.1016/j.tet.2012.12.035
22390003,2010,2012,14200000,0,24302,3,BIO,2,10.1021/jo300177b
23390085,2011,2013,15500000,0,17701,3,BIO,1,10.1371/journal.pone.0093760
23390085,2011,2013,15500000,0,17701,3,BIO,1,10.1371/journal.pone.0086111
23390085,2011,2013,15500000,0,17701,3,BIO,1,10.1097/mpa.0b013e3182965915
23390085,2011,2013,15500000,0,17701,3,BIO,1,10.1038/onc.2012.478
23390085,2011,2013,15500000,0,17701,3,BIO,1,10.1016/j.jim.2013.06.002
23390085,2011,2013,15500000,0,17701,3,BIO,1,10.1371/journal.pone.0049251
23390085,2011,2013,15500000,0,17701,3,BIO,1,10.1371/journal.pone.0044108
23390085,2011,2013,15500000,0,17701,3,BIO,1,10.1007/s10120-011-0125-2
23390085,2011,2013,15500000,0,17701,3,BIO,1,10.1186/1471-2407-12-67
23390085,2011,2013,15500000,0,17701,3,BIO,1,10.1159/000335164
23390085,2011,2013,15500000,0,17701,3,BIO,1,10.1002/elps.201000608
23390085,2011,2013,15500000,0,17701,3,BIO,1,10.1136/gut.2010.210567
