awardnumber,startfiscalyear,endfiscalyear,directcost,allocation_niicode,institution_niicode,project_length,field_niicode,institution_table_group,doi,Title,Authors,Source Title,Publication Date,Publication Year,Conference Title,Conference Date,Total Citations,Average per Year,ave3,ave5
22390146,2010,2012,14400000,0,16101,3,BIO,1,10.1038/onc.2013.86,Downregulation of serine/arginine-rich splicing factor 3 induces G1 cell cycle arrest and apoptosis in colon cancer cells,"Kurokawa, K.; Akaike, Y.; Masuda, K.; Kuwano, Y.; Nishida, K.; Yamagishi, N.; Kajita, K.; Tanahashi, T.; Rokutan, K.",ONCOGENE,MAR 13 2014,2014,,,66.0,6.6,7.0,7.2
23390102,2011,2013,15200000,0,12601,3,BIO,1,10.1016/j.chom.2014.04.001,The Immune Receptor NOD1 and Kinase RIP2 Interact with Bacterial Peptidoglycan on Early Endosomes to Promote Autophagy and Inflammatory Signaling,"Irving, Aaron T.; Mimuro, Hitomi; Kufer, Thomas A.; Lo, Camden; Wheeler, Richard; Turner, Lorinda J.; Thomas, Belinda J.; Malosse, Christian; Gantier, Michael P.; Casillas, Linda N.; Votta, Bartholomew J.; Bertin, John; Boneca, Ivo G.; Sasakawa, Chihiro; Philpott, Dana J.; Ferrero, Richard L.; Kaparakis-Liaskos, Maria",CELL HOST & MICROBE,MAY 14 2014,2014,,,151.0,15.1,12.0,16.0
23390102,2011,2013,15200000,0,12601,3,BIO,1,10.1371/journal.ppat.1003926,Shigella Type III Secretion Protein MxiI Is Recognized by Naip2 to Induce Nlrc4 Inflammasome Activation Independently of Pkc delta,"Suzuki, Shiho; Franchi, Luigi; He, Yuan; Munoz-Planillo, Raul; Mimuro, Hitomi; Suzuki, Toshihiko; Sasakawa, Chihiro; Nunez, Gabriel",PLOS PATHOGENS,FEB 2014,2014,,,69.0,6.9,8.666666667,7.6
23390102,2011,2013,15200000,0,12601,3,BIO,1,10.1016/j.chom.2013.04.012,"The Shigella OspC3 Effector Inhibits Caspase-4, Antagonizes Inflammatory Cell Death, and Promotes Epithelial Infection","Kobayashi, Taira; Ogawa, Michinaga; Sanada, Takahito; Mimuro, Hitomi; Kim, Minsoo; Ashida, Hiroshi; Akakura, Reiko; Yoshida, Mitsutaka; Kawalec, Magdalena; Reichhart, Jean-Marc; Mizushima, Tsunehiro; Sasakawa, Chihiro",CELL HOST & MICROBE,MAY 15 2013,2013,,,129.0,11.73,8.666666667,10.6
23390102,2011,2013,15200000,0,12601,3,BIO,1,10.4161/viru.21451,A bacterial effector targets the TRAF6-NF kappa B pathway to modulate the acute inflammatory response to bacterial invasion of epithelial cells,"Sanada, Takahito; Kim, Minsoo; Mimuro, Hitomi; Ashida, Hiroshi; Ogawa, Michinaga; Mizushima, Tsunehiro; Sasakawa, Chihiro",VIRULENCE,OCT 2012,2012,,,6.0,0.5,0.0,1.2
23390102,2011,2013,15200000,0,12601,3,BIO,1,10.4161/viru.21740,Uptake of Shigella-containing pseudopodia by neighboring epithelial cells at tricellular junctions via non-canonical clathrin-dependent trafficking pathway,"Fukumatsu, Makoto; Ogawa, Michinaga; Kim, Minsoo; Mimuro, Hitomi; Sasakawa, Chihiro",VIRULENCE,OCT 2012,2012,,,5.0,0.42,0.333333333,0.4
23390102,2011,2013,15200000,0,12601,3,BIO,1,10.1038/nature10894,The Shigella flexneri effector OspI deamidates UBC13 to dampen the inflammatory response,"Sanada, Takahito; Kim, Minsoo; Mimuro, Hitomi; Suzuki, Masato; Ogawa, Michinaga; Oyama, Akiho; Ashida, Hiroshi; Kobayashi, Taira; Koyama, Tomohiro; Nagai, Shinya; Shibata, Yuri; Gohda, Jin; Inoue, Jun-ichiro; Mizushima, Tsunehiro; Sasakawa, Chihiro",NATURE,MAR 29 2012,2012,,,122.0,10.17,9.333333333,10.4
23390102,2011,2013,15200000,0,12601,3,BIO,1,10.1038/nchembio.741,Bacteria and host interactions in the gut epithelial barrier,"Ashida, Hiroshi; Ogawa, Michinaga; Kim, Minsoo; Mimuro, Hitomi; Sasakawa, Chihiro",NATURE CHEMICAL BIOLOGY,JAN 2012,2012,,,196.0,16.33,15.33333333,16.0
23390102,2011,2013,15200000,0,12601,3,BIO,1,10.1083/jcb.201108081,Host-pathogen interactions Cell death and infection: A double-edged sword for host and pathogen survival,"Ashida, Hiroshi; Mimuro, Hitomi; Ogawa, Michinaga; Kobayashi, Taira; Sanada, Takahito; Kim, Minsoo; Sasakawa, Chihiro",JOURNAL OF CELL BIOLOGY,DEC 12 2011,2011,,,226.0,17.38,8.666666667,16.4
23390102,2011,2013,15200000,0,12601,3,BIO,1,10.1016/j.coi.2011.06.001,Shigella are versatile mucosal pathogens that circumvent the host innate immune system,"Ashida, Hiroshi; Ogawa, Michinaga; Mimuro, Hitomi; Kobayashi, Taira; Sanada, Takahito; Sasakawa, Chihiro",CURRENT OPINION IN IMMUNOLOGY,AUG 2011,2011,,,65.0,5.0,5.0,6.6
23390102,2011,2013,15200000,0,12601,3,BIO,1,10.1111/j.1348-0421.2011.00343.x,Manipulation of autophagy by bacteria for their own benefit,"Ogawa, Michinaga; Mimuro, Hitomi; Yoshikawa, Yuko; Ashida, Hiroshi; Sasakawa, Chihiro",MICROBIOLOGY AND IMMUNOLOGY,JUL 2011,2011,,,29.0,2.23,3.666666667,2.8
23390102,2011,2013,15200000,0,12601,3,BIO,1,10.1016/j.chom.2011.04.010,A Tecpr1-Dependent Selective Autophagy Pathway Targets Bacterial Pathogens,"Ogawa, Michinaga; yoshikawa, Yuko; Kobayashi, Taira; Mimuro, Hitomi; Fukumatsu, Makoto; Kiga, Kotaro; Piao, Zhenzi; Ashida, Hiroshi; Yoshida, Mitsutaka; Kakuta, Shigeru; Koyama, Tomohiro; Goto, Yoshiyuki; Nagatake, Takahiro; Nagai, Shinya; Kiyono, Hiroshi; Kawalec, Magdalena; Reichhart, Jean-Marc; Sasakawa, Chihiro",CELL HOST & MICROBE,MAY 19 2011,2011,,,111.0,8.54,8.333333333,10.2
23390102,2011,2013,15200000,0,12601,3,BIO,1,10.1016/j.chom.2012.03.001,Shigella Targets Epithelial Tricellular Junctions and Uses a Noncanonical Clathrin-Dependent Endocytic Pathway to Spread Between Cells,"Fukumatsu, Makoto; Ogawa, Michinaga; Arakawa, Satoko; Suzuki, Masato; Nakayama, Kazuhisa; Shimizu, Shigeomi; Kim, Minsoo; Mimuro, Hitomi; Sasakawa, Chihiro",CELL HOST & MICROBE,APR 19 2012,2012,,,69.0,5.75,7.333333333,7.8
23390220,2011,2013,14500000,0,11501,3,BIO,1,10.7150/ijms.5003,Retrospective Analysis of the Relationship between Decline in FEV1 and Abdominal Circumference in Male Smokers: the Takahata Study,"Sato, Masamichi; Shibata, Yoko; Abe, Shuichi; Inoue, Sumito; Igarashi, Akira; Yamauchi, Keiko; Aida, Yasuko; Kishi, Hiroyuki; Nunomiya, Keiko; Nakano, Hiroshi; Sato, Kento; Watanabe, Tetsu; Konta, Tsuneo; Ueno, Yoshiyuki; Kato, Takeo; Kayama, Takamasa; Kubota, Isao",INTERNATIONAL JOURNAL OF MEDICAL SCIENCES,2013,2013,,,18.0,1.64,1.666666667,1.6
23390220,2011,2013,14500000,0,11501,3,BIO,1,10.1371/journal.pone.0053133,Long Pentraxin PTX3 Exacerbates Pressure Overload-Induced Left Ventricular Dysfunction,"Suzuki, Satoshi; Shishido, Tetsuro; Funayama, Akira; Netsu, Shunsuke; Ishino, Mitsunori; Kitahara, Tatsuro; Sasaki, Toshiki; Katoh, Shigehiko; Otaki, Yoichiro; Watanabe, Tetsu; Shibata, Yoko; Mantovani, Alberto; Takeishi, Yasuchika; Kubota, Isao",PLOS ONE,JAN 23 2013,2013,,,28.0,2.55,3.333333333,3.2
23390220,2011,2013,14500000,0,11501,3,BIO,1,10.1038/jhg.2012.128,Constructing a contemporary gene-environmental cohort: study design of the Yamagata Molecular Epidemiological Cohort Study,"Narimatsu, Hiroto",JOURNAL OF HUMAN GENETICS,JAN 2013,2013,,,11.0,1.0,0.666666667,1.0
23390220,2011,2013,14500000,0,11501,3,BIO,1,10.7150/ijms.7256,Relationship between Plasma Fibrinogen Levels and Pulmonary Function in the Japanese Population: The Takahata Study,"Shibata, Yoko; Abe, Shuichi; Inoue, Sumito; Igarashi, Akira; Yamauchi, Keiko; Aida, Yasuko; Kishi, Hiroyuki; Nunomiya, Keiko; Nakano, Hiroshi; Sato, Masamichi; Sato, Kento; Kimura, Tomomi; Nemoto, Takako; Watanabe, Tetsu; Konta, Tsuneo; Ueno, Yoshiyuki; Kato, Takeo; Kayama, Takamasa; Kubota, Isao",INTERNATIONAL JOURNAL OF MEDICAL SCIENCES,2013,2013,,,12.0,1.09,0.666666667,0.8
23390220,2011,2013,14500000,0,11501,3,BIO,1,10.1371/journal.pone.0073963,Reduced Number and Morphofunctional Change of Alveolar Macrophages in MafB Gene-Targeted Mice,"Sato-Nishiwaki, Michiko; Aida, Yasuko; Abe, Shuichi; Shibata, Yoko; Kimura, Tomomi; Yamauchi, Keiko; Kishi, Hiroyuki; Igarashi, Akira; Inoue, Sumito; Sato, Masamichi; Nakajima, Osamu; Kubota, Isao",PLOS ONE,SEP 6 2013,2013,,,15.0,1.36,0.666666667,2.2
23390220,2011,2013,14500000,0,11501,3,BIO,1,10.1371/journal.pone.0074020,Elevated Serum Iron Is a Potent Biomarker for Spirometric Resistance to Cigarette Smoke among Japanese Males: The Takahata Study,"Shibata, Yoko; Inoue, Sumito; Igarashi, Akira; Yamauchi, Keiko; Abe, Shuichi; Aida, Yasuko; Nunomiya, Keiko; Sato, Masamichi; Nakano, Hiroshi; Sato, Kento; Watanabe, Tetsu; Konta, Tuneo; Ueno, Yoshiyuki; Kato, Takeo; Kayama, Takamasa; Kubota, Isao",PLOS ONE,SEP 9 2013,2013,,,21.0,1.91,0.666666667,1.2
23390220,2011,2013,14500000,0,11501,3,BIO,1,10.1371/journal.pone.0081678,Relationships between Values of Antibodies to Several Connective Tissue Disease Autoantigens and Pulmonary Function in a Japanese General Population: The Takahata Study,"Nakano, Hiroshi; Shibata, Yoko; Inoue, Sumito; Igarashi, Akira; Yamauchi, Keiko; Abe, Shuichi; Sato, Masamichi; Aida, Yasuko; Nunomiya, Keiko; Kimura, Tomomi; Nemoto, Takako; Watanabe, Tetsu; Konta, Tsuneo; Ueno, Yoshiyuki; Kato, Takeo; Kayama, Takamasa; Kubota, Isao",PLOS ONE,DEC 3 2013,2013,,,7.0,0.64,0.0,0.8
23390220,2011,2013,14500000,0,11501,3,BIO,1,10.1371/journal.pone.0083725,A Lower Level of Forced Expiratory Volume in 1 Second Is a Risk Factor for All-Cause and Cardiovascular Mortality in a Japanese Population: The Takahata Study,"Shibata, Yoko; Inoue, Sumito; Igarashi, Akira; Yamauchi, Keiko; Abe, Shuichi; Aida, Yasuko; Nunomiya, Keiko; Sato, Masamichi; Nakano, Hiroshi; Sato, Kento; Nemoto, Takako; Kimura, Tomomi; Watanabe, Tetsu; Konta, Tsuneo; Daimon, Makoto; Ueno, Yoshiyuki; Kato, Takeo; Kayama, Takamasa; Kubota, Isao",PLOS ONE,DEC 13 2013,2013,,,35.0,3.18,1.333333333,2.6
23390220,2011,2013,14500000,0,11501,3,BIO,1,10.7150/jca.8486,Relationship between Serum Level of Lymphatic Vessel Endothelial Hyaluronan Receptor-1 and Prognosis in Patients with Lung Cancer,"Nunomiya, Keiko; Shibata, Yoko; Abe, Shuichi; Inoue, Sumito; Igarashi, Akira; Yamauchi, Keiko; Kimura, Tomomi; Aida, Yasuko; Nemoto, Takako; Sato, Masamichi; Kishi, Hiroyuki; Nakano, Hiroshi; Sato, Kento; Kubota, Isao",JOURNAL OF CANCER,2014,2014,,,17.0,1.7,1.333333333,1.6
23390220,2011,2013,14500000,0,11501,3,BIO,1,10.1371/journal.pone.0055903,Pleiotropic Effect of Common Variants at ABO Glycosyltranferase Locus in 9q32 on Plasma Levels of Pancreatic Lipase and Angiotensin Converting Enzyme,"Kayama, Takamasa; Yamashita, Hidetoshi; Fukao, Akira; Kubota, Isao; Kato, Takeo; Kitanaka, Chifumi; Sato, Shinya; Ueno, Yoshiyuki; Kubota, Isao; Sato, Shinya; Konta, Tsuneo; Shibata, Yoko; Watanabe, Tetsu; Abe, Shuichi; Miyamoto, Takuya; Inoue, Sumito; Miyashita, Takehiko; Ichikawa, Kazunobu; Shishido, Tetsuro; Arimoto, Takanori; Takahashi, Hiroki; Nishiyama, Satoshi; Ikeda, Ami; Kato, Takeo; Daimon, Makoto; Kawanami, Toru; Wada, Manabu; Arawaka, Shigeki; Oizumi, Hidetoshi; Kuro-Kawa, Katsuro; Susa, Shingi; Katou, Yuichi; Kameda, Wataru; Koyama, Shingo; Karasawa, Shigeru; Iseki, Chifumi; Takahashi, Yoshimi; Kitanaka, Chifumi; Ueno, Yoshiyuki; Ueno, Yoshiyuki; Kawata, Sumio; Saito, Takafumi; Makino, Naohiko; Okumoto, Kazuo; Haga, Hiroaki; Sato, Takeshi; Sato, Chikako; Watanabe, Hisayoshi; Nishise, Yuko; Ishii, Rika; Matsuda, Akiko; Tozawa, Tomohiro; Yamashita, Hidetoshi; Honma, Kei; Fukao, Akira; Narimatsu, Hiroto; Shibata, Kyoko; Miura, Akiko; Inoue, Rina; Numazawa, Ai; Kudo, Kahori; Aita, Yoko; Umezawa, Noriko; Saito, Yuko; Takahashi, Yumi; Suzuki, Yuka; Otani, Katsumi; Hozawa, Atsushi; Shao, Li; Orui, Masatsugu; Kobayashi, Atsuko; Kanoya, Yuka; Hosoya, Takiko; Suzuki, Ikuko; Otake, Mariko; Morikagi, Yuko; Sekimata, Akiko; Hiraka, Manami; Matsuda, Yumi; Sato, Chika; Takeda, Yoko; Matsunami, Yoko; Horie, Tatsuya; Sato, Shiho; Inoue, Mizue; Baba, Kaoru; Tamiya, Gen; Ueki, Masao; Nakamura, Tomohiro; Tamiya, Gen; Jambaldorj, Jamiyansuren; Araki, Satoko; Nakajima, Osamu; Takahashi, Kazuei; Goto, Kazuo; Ishizaka, Kimishige",PLOS ONE,FEB 28 2014,2014,,,5.0,0.5,0.0,0.2
23390220,2011,2013,14500000,0,11501,3,BIO,1,10.1007/s00408-011-9331-2,"Oxidized Phospholipid, 1-Palmitoyl-2-(9'-Oxo-Nonanoyl)-Glycerophosphocholine (PON-GPC), Produced in the Lung Due to Cigarette Smoking, Impairs Immune Function in Macrophages","Kimura, Tomomi; Shibata, Yoko; Yamauchi, Keiko; Igarashi, Akira; Inoue, Sumito; Abe, Shuichi; Fujita, Kazuhiro; Uosaki, Yoichi; Kubota, Isao",LUNG,APR 2012,2012,,,12.0,1.0,0.666666667,1.4
23390220,2011,2013,14500000,0,11501,3,BIO,1,10.7150/ijms.8.302,Soluble Endothelial Selectin in Acute Lung Injury Complicated by Severe Pneumonia,"Osaka, Daisuke; Shibata, Yoko; Kanouchi, Kazunori; Nishiwaki, Michiko; Kimura, Tomomi; Kishi, Hiroyuki; Abe, Shuichi; Inoue, Sumito; Tokairin, Yoshikane; Igarashi, Akira; Yamauchi, Keiko; Aida, Yasuko; Nemoto, Takako; Nunomiya, Keiko; Fukuzaki, Koji; Kubota, Isao",INTERNATIONAL JOURNAL OF MEDICAL SCIENCES,2011,2011,,,17.0,1.31,0.333333333,0.8
23390220,2011,2013,14500000,0,11501,3,BIO,1,10.7150/ijms.8.514,Impairment of Pulmonary Function is an Independent Risk Factor for Atrial Fibrillation: The Takahata Study,"Shibata, Yoko; Watanabe, Tetsu; Osaka, Daisuke; Abe, Shuichi; Inoue, Sumito; Tokairin, Yoshikane; Igarashi, Akira; Yamauchi, Keiko; Kimura, Tomomi; Kishi, Hiroyuki; Aida, Yasuko; Nunomiya, Keiko; Nemoto, Takako; Sato, Masamichi; Konta, Tsuneo; Kawata, Sumio; Kato, Takeo; Kayama, Takamasa; Kubota, Isao",INTERNATIONAL JOURNAL OF MEDICAL SCIENCES,2011,2011,,,51.0,3.92,2.666666667,4.4
22380177,2010,2013,13300000,0,13701,4,BIO,1,10.1371/journal.pone.0086882,Systemic Resistance Induced by Volatile Organic Compounds Emitted by Plant Growth-Promoting Fungi in Arabidopsis thaliana,"Naznin, Hushna Ara; Kiyohara, Daigo; Kimura, Minako; Miyazawa, Mitsuo; Shimizu, Masafumi; Hyakumachi, Mitsuro",PLOS ONE,JAN 27 2014,2014,,,104.0,10.4,4.333333333,6.0
22380177,2010,2013,13300000,0,13701,4,BIO,1,10.1007/s11104-012-1255-y,The plant growth-promoting fungus Fusarium equiseti and the arbuscular mycorrhizal fungus Glomus mosseae induce systemic resistance against Cucumber mosaic virus in cucumber plants,"Elsharkawy, Mohsen Mohamed; Shimizu, Masafumi; Takahashi, Hideki; Hyakumachi, Mitsuro",PLANT AND SOIL,DEC 2012,2012,,,55.0,4.58,2.333333333,4.4
22380177,2010,2013,13300000,0,13701,4,BIO,1,10.1111/j.1365-3059.2011.02573.x,Induction of systemic resistance against Cucumber mosaic virus by Penicillium simplicissimum GP17-2 in Arabidopsis and tobacco,"Elsharkawy, M. M.; Shimizu, M.; Takahashi, H.; Hyakumachi, M.",PLANT PATHOLOGY,OCT 2012,2012,,,71.0,5.92,3.666666667,5.2
22380177,2010,2013,13300000,0,13701,4,BIO,1,10.1007/s13313-011-0101-7,"Interaction between the plant growth-promoting fungus Phoma sp GS8-2 and the arbuscular mycorrhizal fungus Glomus mosseae: impact on biocontrol of soil-borne diseases, microbial population, and plant growth","Saldajeno, Mary Grace B.; Ito, Masanori; Hyakumachi, Mitsuro",AUSTRALASIAN PLANT PATHOLOGY,2012,2012,,,8.0,0.67,0.333333333,0.4
22380177,2010,2013,13300000,0,13701,4,BIO,1,10.3852/11-303,"Fusarium azukicola sp nov., an exotic azuki bean root-rot pathogen in Hokkaido, Japan","Aoki, Takayuki; Tanaka, Fumio; Suga, Haruhisa; Hyakumachi, Mitsuro; Scandiani, Maria Mercedes; O'Donnell, Kerry",MYCOLOGIA,SEP-OCT 2012,2012,,,24.0,2.0,0.666666667,1.8
23380206,2011,2014,12300000,0,24403,4,BIO,2,10.1093/pcp/pcu108,Exogenous Salicylic Acid Activates Two Signaling Arms of the Unfolded Protein Response in Arabidopsis,"Nagashima, Yukihiro; Iwata, Yuji; Ashida, Makoto; Mishiba, Kei-ichiro; Koizumi, Nozomu",PLANT AND CELL PHYSIOLOGY,OCT 2014,2014,,,53.0,5.3,4.0,5.0
23380206,2011,2014,12300000,0,24403,4,BIO,2,10.5511/plantbiotechnology.11.1228a,Role of the plant-specific endoplasmic reticulum stress-inducible gene TIN1 in the formation of pollen surface structure in Arabidopsis thaliana,"Iwata, Yuji; Nishino, Tsuneyo; Iwano, Megumi; Takayama, Seiji; Koizumi, Nozomu",PLANT BIOTECHNOLOGY,2012,2012,,,6.0,0.5,0.0,0.2
23380206,2011,2014,12300000,0,24403,4,BIO,2,10.1016/j.tplants.2012.06.014,Plant transducers of the endoplasmic reticulum unfolded protein response,"Iwata, Yuji; Koizumi, Nozomu",TRENDS IN PLANT SCIENCE,DEC 2012,2012,,,114.0,9.5,9.666666667,9.8
23380206,2011,2014,12300000,0,24403,4,BIO,2,10.1073/pnas.1219047110,Defects in IRE1 enhance cell death and fail to degrade mRNAs encoding secretory pathway proteins in the Arabidopsis unfolded protein response,"Mishiba, Kei-ichiro; Nagashima, Yukihiro; Suzuki, Eiji; Hayashi, Noriko; Ogata, Yoshiyuki; Shimada, Yukihisa; Koizumi, Nozomu",PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,APR 2 2013,2013,,,124.0,11.27,9.0,9.8
23380206,2011,2014,12300000,0,24403,4,BIO,2,10.1271/bbb.110063,Development of a Series of Gateway Binary Vectors Possessing a Tunicamycin Resistance Gene as a Marker for the Transformation of Arabidopsis thaliana,"Tanaka, Yuji; Nakamura, Shinya; Kawamukai, Makoto; Koizumi, Nozomu; Nakagawa, Tsuyoshi",BIOSCIENCE BIOTECHNOLOGY AND BIOCHEMISTRY,APR 2011,2011,,,28.0,2.15,1.333333333,2.2
23380206,2011,2014,12300000,0,24403,4,BIO,2,10.1038/srep00029,Arabidopsis IRE1 catalyses unconventional splicing of bZIP60 mRNA to produce the active transcription factor,"Nagashima, Yukihiro; Mishiba, Kei-ichiro; Suzuki, Eiji; Shimada, Yukihisa; Iwata, Yuji; Koizumi, Nozomu",SCIENTIFIC REPORTS,JUL 1 2011,2011,,,234.0,18.0,13.66666667,15.0
23390029,2011,2014,14000000,0,32659,4,BIO,3,10.1248/cpb.c12-00216,Prodrug Study of Plinabulin Using a Click Strategy Focused on the Effects of a Replaceable Water-Solubilizing Moiety,"Yakushiji, Fumika; Tanaka, Hironari; Muguruma, Kyohei; Iwahashi, Takahiro; Yamazaki, Yuri; Hayashi, Yoshio",CHEMICAL & PHARMACEUTICAL BULLETIN,JUL 2012,2012,,,6.0,0.5,0.333333333,0.4
23390029,2011,2014,14000000,0,32659,4,BIO,3,10.1016/j.bmc.2012.05.059,Synthesis and structure-activity relationships of benzophenone-bearing diketopiperazine-type anti-microtubule agents,"Yamazaki, Yuri; Sumikura, Makiko; Masuda, Yurika; Hayashi, Yoshiki; Yasui, Hiroyuki; Kiso, Yoshiaki; Chinen, Takumi; Usui, Takeo; Yakushiji, Fumika; Potts, Barbara; Neuteboom, Saskia; Palladino, Michael; Lloyd, George Kenneth; Hayashi, Yoshio",BIOORGANIC & MEDICINAL CHEMISTRY,JUL 15 2012,2012,,,39.0,3.25,2.666666667,3.0
23390029,2011,2014,14000000,0,32659,4,BIO,3,10.1016/j.bbrc.2012.10.014,"Unusual expression of red, fluorescence at M phase induced by anti-microtubule agents in He La cells expressing the fluorescent ubiquitination-based cell cycle indicator (Fucci)","Honda-Uezono, Asumi; Kaida, Atsushi; Michi, Yasuyuki; Harada, Kiyoshi; Hayashi, Yoshiki; Hayashi, Yoshio; Miura, Masahiko",BIOCHEMICAL AND BIOPHYSICAL RESEARCH COMMUNICATIONS,NOV 16 2012,2012,,,11.0,0.92,0.666666667,1.4
23390029,2011,2014,14000000,0,32659,4,BIO,3,10.1002/chem.201102293,Water-Soluble Prodrug of Antimicrotubule Agent Plinabulin: Effective Strategy with Click Chemistry,"Yakushiji, Fumika; Tanaka, Hironari; Muguruma, Kyohei; Iwahashi, Takahiro; Yamazaki, Yuri; Hayashi, Yoshio",CHEMISTRY-A EUROPEAN JOURNAL,NOV 4 2011,2011,,,15.0,1.15,1.666666667,1.4
23390029,2011,2014,14000000,0,32659,4,BIO,3,10.1021/jm2009088,"Synthesis and Structure-Activity Relationship Study of Antimicrotubule Agents Phenylahistin Derivatives with a Didehydropiperazine-2,5-dione Structure","Yamazaki, Yuri; Tanaka, Koji; Nicholson, Benjamin; Deyanat-Yazdi, Gordafaried; Potts, Barbara; Yoshida, Tomoko; Oda, Akiko; Kitagawa, Takayoshi; Orikasa, Sumie; Kiso, Yoshiaki; Yasui, Hiroyuki; Akamatsu, Miki; Chinen, Takumi; Usui, Takeo; Shinozaki, Yuki; Yakushiji, Fumika; Miller, Brian R.; Neuteboom, Saskia; Palladino, Michael; Kanoh, Kaneo; Lloyd, George Kenneth; Hayashi, Yoshio",JOURNAL OF MEDICINAL CHEMISTRY,FEB 9 2012,2012,,,82.0,6.83,5.666666667,7.0
23390423,2011,2013,14900000,0,15401,3,BIO,1,10.1371/journal.pbio.1001839,"A Novel Protein, CHRONO, Functions as a Core Component of the Mammalian Circadian Clock","Goriki, Akihiro; Hatanaka, Fumiyuki; Myung, Jihwan; Kim, Jae Kyoung; Yoritaka, Takashi; Tanoue, Shintaro; Abe, Takaya; Kiyonari, Hiroshi; Fujimoto, Katsumi; Kato, Yukio; Todo, Takashi; Matsubara, Akio; Forger, Daniel; Takumi, Toru",PLOS BIOLOGY,APR 2014,2014,,,86.0,8.6,5.666666667,7.8
23390423,2011,2013,14900000,0,15401,3,BIO,1,10.1093/jb/mvt068,Different circadian expression of major matrix-related genes in various types of cartilage: modulation by light-dark conditions,"Honda, Kiyomasa K.; Kawamoto, Takeshi; Ueda, Hiroki R.; Nakashima, Ayumu; Ueshima, Taichi; Yamada, Rikuhiro G.; Nishimura, Masahiro; Oda, Ryo; Nakamura, Shigeo; Kojima, Tomoko; Noshiro, Mitsuhide; Fujimoto, Katsumi; Hashimoto, Seiichi; Kato, Yukio",JOURNAL OF BIOCHEMISTRY,OCT 2013,2013,,,21.0,1.91,2.333333333,2.4
23390423,2011,2013,14900000,0,15401,3,BIO,1,10.1016/j.jcyt.2013.03.015,Age-dependent decrease in the chondrogenic potential of human bone marrow mesenchymal stromal cells expanded with fibroblast growth factor-2,"Kanawa, Masami; Igarashi, Akira; Ronald, Veronica Sainik; Higashi, Yukihito; Kurihara, Hidemi; Sugiyama, Masaru; Saskianti, Tania; Pan, Haiou; Kato, Yukio",CYTOTHERAPY,SEP 2013,2013,,,36.0,3.27,2.0,3.6
23390423,2011,2013,14900000,0,15401,3,BIO,1,10.1038/ki.2013.81,Mesenchymal stem cells ameliorate experimental peritoneal fibrosis by suppressing inflammation and inhibiting TGF-beta 1 signaling,"Ueno, Toshinori; Nakashima, Ayumu; Doi, Shigehiro; Kawamoto, Takeshi; Honda, Kiyomasa; Yokoyama, Yukio; Doi, Toshiki; Higashi, Yukihito; Yorioka, Noriaki; Kato, Yukio; Kohno, Nobuoki; Masaki, Takao",KIDNEY INTERNATIONAL,AUG 2013,2013,,,93.0,8.45,7.333333333,7.8
23390423,2011,2013,14900000,0,15401,3,BIO,1,10.1371/journal.pone.0067739,Autologous Bone-Marrow Mesenchymal Stem Cell Implantation and Endothelial Function in a Rabbit Ischemic Limb Model,"Mikami, Shinsuke; Nakashima, Ayumu; Nakagawa, Keigo; Maruhashi, Tatsuya; Iwamoto, Yumiko; Kajikawa, Masato; Matsumoto, Takeshi; Kihara, Yasuki; Chayama, Kazuaki; Noma, Kensuke; Ochi, Mitsuo; Nishimura, Masahiro; Tsuji, Koichiro; Kato, Yukio; Goto, Chikara; Higashi, Yukihito",PLOS ONE,JUL 4 2013,2013,,,16.0,1.45,1.666666667,1.8
23390423,2011,2013,14900000,0,15401,3,BIO,1,10.3892/ijmm.2012.1037,The basic helix-loop-helix transcription factor DEC2 inhibits TGF-beta-induced tumor progression in human pancreatic cancer BxPC-3 cells,"Sato, Fuyuki; Kawamura, Haruka; Wu, Yunyan; Sato, Hiroyasu; Jin, Daiki; Bhawal, Ujjal Kumar; Kawamoto, Takeshi; Fujimoto, Katsumi; Noshiro, Mitsuhide; Seino, Hiroko; Morohashi, Satomo; Kato, Yukio; Kijima, Hiroshi",INTERNATIONAL JOURNAL OF MOLECULAR MEDICINE,SEP 2012,2012,,,21.0,1.75,1.333333333,2.0
23390423,2011,2013,14900000,0,15401,3,BIO,1,10.3892/ijo.2012.1559,The BHLH transcription factor DEC1 plays an important role in the epithelial-mesenchymal transition of pancreatic cancer,"Wu, Yunyan; Sato, Fuyuki; Yamada, Toshiyuki; Bhawal, Ujjal Kumar; Kawamoto, Takeshi; Fujimoto, Katsumi; Noshiro, Mtsuhide; Seino, Hiroko; Morohashi, Satoko; Hakamada, Kenichi; Abiko, Yoshimitsu; Kato, Yukio; Kijima, Hiroshi",INTERNATIONAL JOURNAL OF ONCOLOGY,OCT 2012,2012,,,47.0,3.92,1.0,2.6
